application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1106,Female,FALSE,3.13,Business,Asian,600,6,PE/VC,Deny
1107,Male,FALSE,3.25,STEM,Hispanic,610,5,Health Care,Deny
1108,Male,TRUE,3.04,STEM,International,650,4,Consulting,Deny
1109,Male,FALSE,3.17,STEM,Asian,570,5,Investment Banking,Deny
1110,Male,FALSE,3.33,STEM,Other,700,5,PE/VC,Deny
1111,Male,FALSE,3.27,Business,Black,660,6,Technology,Deny
1112,Male,FALSE,3.34,Humanities,Other,610,5,PE/VC,Deny
1113,Male,FALSE,3.05,Humanities,Asian,620,4,PE/VC,Deny
1114,Male,TRUE,3.42,Business,International,680,7,Real Estate,Deny
1115,Male,FALSE,3.22,STEM,Hispanic,630,6,Consulting,Deny
1116,Male,TRUE,3.14,Humanities,International,730,5,Consulting,Deny
1117,Female,FALSE,3.31,Humanities,Black,660,4,Other,Deny
1118,Female,FALSE,3.57,Business,White,680,4,PE/VC,Admit
1119,Male,TRUE,3.45,Humanities,International,660,4,Other,Deny
1120,Male,TRUE,3.07,STEM,International,660,5,Investment Banking,Deny
1121,Female,FALSE,3.2,Business,White,610,5,Nonprofit/Gov,Deny
1122,Female,TRUE,3.35,Business,International,700,6,Technology,Admit
1123,Female,TRUE,3.66,Humanities,International,730,6,Health Care,Deny
1124,Female,TRUE,3.32,Humanities,International,710,5,Nonprofit/Gov,Deny
1125,Male,FALSE,3.29,STEM,White,710,5,Financial Services,Admit
1126,Male,FALSE,3.07,Humanities,Black,640,6,PE/VC,Deny
1127,Male,FALSE,3.26,Humanities,Asian,670,5,Other,Admit
1128,Male,TRUE,3.41,Humanities,International,640,5,PE/VC,Deny
1129,Male,TRUE,3.33,Business,International,680,7,Investment Banking,Deny
1130,Male,FALSE,3.4,Business,Black,710,5,Health Care,Deny
1131,Female,FALSE,3.36,Business,White,610,5,PE/VC,Deny
1132,Female,TRUE,3.58,Humanities,International,720,5,Media/Entertainment,Admit
1133,Male,FALSE,3.29,Humanities,Hispanic,660,4,Technology,Deny
1134,Male,FALSE,3.19,Humanities,White,640,4,Investment Banking,Deny
1135,Male,TRUE,3.43,Humanities,International,720,3,Nonprofit/Gov,Deny
1136,Female,FALSE,3.25,STEM,Black,600,5,PE/VC,Deny
1137,Female,FALSE,3.16,Business,Black,610,4,Financial Services,Deny
1138,Female,FALSE,3.24,Business,Asian,580,6,PE/VC,Deny
1139,Male,FALSE,3.36,Humanities,Hispanic,690,5,Consulting,Deny
1140,Male,FALSE,3.13,Business,Hispanic,700,7,Consulting,Deny
1141,Female,FALSE,3.14,STEM,Asian,660,7,PE/VC,Deny
1142,Female,TRUE,3.29,Humanities,International,690,5,PE/VC,Admit
1143,Female,FALSE,3.54,Humanities,Asian,710,4,Other,Deny
1144,Male,FALSE,3.24,Business,Hispanic,670,4,CPG,Deny
1145,Male,FALSE,2.97,Business,Hispanic,610,5,Consulting,Deny
1146,Female,FALSE,3.34,Business,Hispanic,630,4,Investment Banking,Deny
1147,Female,FALSE,3.39,STEM,Asian,700,4,Investment Banking,Admit
1148,Male,FALSE,3.21,Humanities,White,650,6,Investment Banking,Deny
1149,Male,TRUE,3.4,STEM,International,750,4,Nonprofit/Gov,Admit
1150,Female,FALSE,3.08,STEM,Asian,660,5,Financial Services,Deny
1151,Male,TRUE,3.17,Business,International,590,6,Consulting,Deny
1152,Female,FALSE,3.31,STEM,Black,660,6,Investment Banking,Waitlist
1153,Male,FALSE,3.38,Humanities,White,680,5,Investment Banking,Deny
1154,Female,TRUE,3.23,Humanities,International,610,6,PE/VC,Deny
1155,Male,FALSE,3.44,Humanities,Black,680,6,Nonprofit/Gov,Deny
1156,Female,FALSE,3.19,STEM,White,680,4,Nonprofit/Gov,Deny
1157,Male,TRUE,3.32,Humanities,International,710,6,Nonprofit/Gov,Admit
1158,Male,FALSE,3.32,Business,Asian,770,5,Health Care,Admit
1159,Male,FALSE,2.81,Business,White,570,5,Consulting,Deny
1160,Female,TRUE,2.97,Business,International,600,2,Consulting,Deny
1161,Female,FALSE,3.53,Humanities,Asian,780,5,Consulting,Deny
1162,Male,TRUE,3.33,STEM,International,680,4,Nonprofit/Gov,Deny
1163,Male,TRUE,3.06,STEM,International,610,3,Technology,Deny
1164,Male,FALSE,3.24,Humanities,White,670,4,Investment Banking,Waitlist
1165,Male,FALSE,3.32,Humanities,White,720,5,PE/VC,Deny
1166,Male,FALSE,3.61,Humanities,Black,760,3,Financial Services,Deny
1167,Male,TRUE,3.23,Humanities,International,630,4,Technology,Deny
1168,Male,FALSE,3.47,STEM,Black,700,5,Nonprofit/Gov,Admit
1169,Male,FALSE,3.13,Humanities,Black,620,5,Consulting,Deny
1170,Female,FALSE,3.47,STEM,White,740,3,Technology,Admit
1171,Male,FALSE,3.28,Humanities,Black,680,5,Investment Banking,Deny
1172,Female,FALSE,3.15,Humanities,Asian,610,5,CPG,Deny
1173,Male,FALSE,3.28,Humanities,White,590,5,Health Care,Deny
1174,Male,TRUE,3.35,STEM,International,630,4,Real Estate,Deny
1175,Female,TRUE,3.31,STEM,International,680,6,Consulting,Admit
1176,Male,FALSE,3.06,Humanities,White,660,5,Consulting,Deny
1177,Male,FALSE,3.2,Humanities,Asian,680,5,Technology,Deny
1178,Female,FALSE,3.24,STEM,Asian,610,6,Retail,Deny
1179,Male,FALSE,3.28,Business,White,690,6,Technology,Deny
1180,Female,TRUE,3.2,Business,International,640,5,Consulting,Deny
1181,Female,FALSE,3.25,STEM,White,670,5,Investment Banking,Deny
1182,Female,FALSE,3.26,STEM,White,720,4,Financial Services,Admit
1183,Male,TRUE,2.91,STEM,International,580,3,PE/VC,Deny
1184,Female,FALSE,2.95,STEM,Black,570,4,Media/Entertainment,Deny
1185,Female,FALSE,3.3,Humanities,Hispanic,650,5,Media/Entertainment,Deny
1186,Male,FALSE,3.2,Humanities,Asian,640,4,Technology,Deny
1187,Female,FALSE,3.74,Humanities,White,760,4,Nonprofit/Gov,Admit
1188,Male,TRUE,3.49,Business,International,690,6,PE/VC,Deny
1189,Male,FALSE,3.38,Humanities,Other,700,6,Consulting,Waitlist
1190,Male,TRUE,3.25,Humanities,International,710,3,Health Care,Deny
1191,Male,TRUE,3.12,Humanities,International,620,7,Consulting,Deny
1192,Female,TRUE,3.55,Humanities,International,670,3,Nonprofit/Gov,Deny
1193,Male,FALSE,3.34,STEM,White,620,6,Investment Banking,Deny
1194,Male,FALSE,3.02,Humanities,Black,590,4,Nonprofit/Gov,Deny
1195,Male,TRUE,3.4,Business,International,650,4,Nonprofit/Gov,Deny
1196,Male,FALSE,3.59,Humanities,Black,710,6,Investment Banking,Deny
1197,Male,FALSE,3.5,STEM,Black,730,5,Other,Admit
1198,Male,TRUE,3.24,STEM,International,620,5,Financial Services,Deny
1199,Male,FALSE,3.35,Humanities,Black,670,5,Energy,Admit
1200,Female,FALSE,3.18,STEM,Asian,650,6,Nonprofit/Gov,Deny
1201,Male,FALSE,3.56,Humanities,Black,650,5,Consulting,Deny
1202,Male,FALSE,3.24,STEM,Hispanic,570,7,Consulting,Deny
1203,Male,FALSE,3.13,STEM,White,620,5,Consulting,Deny
1204,Female,FALSE,3.26,Humanities,Black,760,6,Consulting,Deny
1205,Male,TRUE,3.11,Humanities,International,600,3,PE/VC,Deny
1206,Female,TRUE,3.09,Business,International,620,5,Other,Deny
1207,Female,FALSE,3.18,Humanities,White,630,6,Technology,Deny
1208,Male,FALSE,3.13,STEM,Black,660,5,PE/VC,Deny
1209,Male,TRUE,3.27,Humanities,International,760,6,Consulting,Deny
1210,Male,TRUE,3.41,Business,International,620,3,Technology,Deny
1211,Male,FALSE,2.89,Humanities,White,570,9,Consulting,Deny
1212,Male,TRUE,3.24,Humanities,International,710,6,Health Care,Deny
1213,Male,FALSE,3.18,STEM,Black,650,4,Investment Management,Deny
1214,Female,FALSE,3.18,Humanities,Black,600,5,Nonprofit/Gov,Deny
1215,Female,FALSE,3.11,STEM,Asian,680,5,Technology,Deny
1216,Female,FALSE,3.12,Humanities,White,570,6,Investment Banking,Deny
1217,Male,FALSE,3.17,Humanities,White,630,5,Technology,Deny
1218,Male,TRUE,3.34,Humanities,International,660,5,Health Care,Admit
1219,Female,FALSE,3.25,Humanities,White,600,4,Technology,Deny
1220,Female,FALSE,3.25,Business,White,630,3,Financial Services,Deny
1221,Male,FALSE,3.24,STEM,White,640,5,Nonprofit/Gov,Deny
1222,Male,FALSE,3.2,Humanities,White,660,7,Financial Services,Deny
1223,Female,FALSE,3.36,Humanities,Other,640,5,PE/VC,Deny
1224,Male,TRUE,3.23,STEM,International,620,5,Technology,Deny
1225,Male,TRUE,3.02,Humanities,International,570,6,PE/VC,Deny
1226,Female,FALSE,3.35,STEM,White,680,4,Investment Banking,Deny
1227,Female,FALSE,3.28,Humanities,Hispanic,620,4,Consulting,Deny
1228,Male,FALSE,2.97,Business,Asian,580,6,PE/VC,Deny
1229,Female,FALSE,3.22,Business,White,590,5,Consulting,Deny
1230,Male,FALSE,3.37,STEM,Asian,740,7,Investment Banking,Deny
1231,Male,FALSE,3.18,Humanities,Black,610,5,Nonprofit/Gov,Deny
1232,Male,FALSE,3.04,Humanities,White,600,6,Financial Services,Deny
1233,Male,FALSE,3.07,Business,Black,640,4,Health Care,Deny
1234,Male,TRUE,3.06,Business,International,630,5,Technology,Deny
1235,Female,FALSE,3.23,STEM,Black,630,4,Consulting,Deny
1236,Male,TRUE,3.45,Humanities,International,720,7,PE/VC,Deny
1237,Male,TRUE,2.96,Business,International,590,6,Investment Banking,Deny
1238,Male,TRUE,3.14,STEM,International,660,4,Other,Deny
1239,Male,FALSE,3.29,Humanities,Other,770,5,Financial Services,Admit
1240,Male,FALSE,3.34,STEM,Black,600,5,Consulting,Deny
1241,Female,FALSE,3.23,Humanities,Hispanic,710,5,Nonprofit/Gov,Deny
1242,Male,FALSE,3.15,STEM,White,620,5,Consulting,Deny
1243,Male,TRUE,3.22,STEM,International,620,5,PE/VC,Deny
1244,Female,FALSE,3.19,Business,Hispanic,590,4,Nonprofit/Gov,Deny
1245,Male,FALSE,3.41,STEM,White,640,4,CPG,Deny
1246,Male,FALSE,3.19,STEM,Black,590,5,Investment Banking,Deny
1247,Male,TRUE,3.29,Business,International,700,4,Technology,Deny
1248,Male,FALSE,3.29,STEM,White,600,6,Other,Deny
1249,Male,TRUE,3.21,STEM,International,720,5,Health Care,Deny
1250,Female,TRUE,3.32,STEM,International,620,4,Consulting,Deny
1251,Male,FALSE,3.37,STEM,Other,580,4,Consulting,Deny
1252,Male,TRUE,3.31,Humanities,International,630,5,Consulting,Deny
1253,Female,FALSE,3.2,Humanities,White,570,3,Consulting,Deny
1254,Male,FALSE,3.14,STEM,White,590,5,Nonprofit/Gov,Deny
1255,Male,TRUE,3.22,Business,International,620,5,Consulting,Deny
1256,Female,FALSE,3.29,STEM,White,620,6,PE/VC,Deny
1257,Female,TRUE,3.3,Humanities,International,600,4,Health Care,Deny
1258,Female,FALSE,3.11,STEM,Asian,720,6,Consulting,Deny
1259,Male,FALSE,3.12,Humanities,Black,610,5,Investment Banking,Deny
1260,Male,TRUE,2.99,Humanities,International,580,7,Consulting,Deny
1261,Male,FALSE,3.24,Humanities,Black,720,7,Consulting,Deny
1262,Female,FALSE,3.09,Humanities,Asian,660,5,Financial Services,Deny
1263,Female,FALSE,3.05,Humanities,Asian,590,5,Financial Services,Deny
1264,Female,FALSE,3.21,Business,White,630,5,Financial Services,Deny
1265,Male,TRUE,3.37,Humanities,International,670,7,Media/Entertainment,Deny
1266,Male,FALSE,3.27,Humanities,Asian,670,5,PE/VC,Deny
1267,Female,FALSE,3.19,Business,Black,620,6,Media/Entertainment,Deny
1268,Male,FALSE,3.25,STEM,White,680,5,Investment Management,Admit
1269,Female,FALSE,3.32,Humanities,Asian,610,6,PE/VC,Deny
1270,Male,FALSE,3.34,STEM,White,670,4,PE/VC,Deny
1271,Female,FALSE,3.14,Business,White,610,5,CPG,Deny
1272,Female,TRUE,3.27,Humanities,International,690,6,Consulting,Admit
1273,Female,FALSE,3.35,Business,White,580,4,CPG,Deny
1274,Female,TRUE,3.08,Business,International,680,4,Technology,Deny
1275,Male,FALSE,3.06,Humanities,White,630,4,Consulting,Deny
1276,Female,TRUE,3.12,Humanities,International,600,6,Consulting,Deny
1277,Male,TRUE,3.28,Business,International,640,5,PE/VC,Deny
1278,Male,FALSE,2.82,STEM,Asian,570,6,Other,Deny
1279,Female,FALSE,3.19,STEM,White,680,5,Nonprofit/Gov,Deny
1280,Female,FALSE,3.16,STEM,Black,570,5,Consulting,Deny
1281,Male,FALSE,3.11,STEM,Hispanic,660,4,Investment Banking,Deny
1282,Female,FALSE,3.29,Humanities,Asian,690,3,Consulting,Deny
1283,Male,TRUE,3.15,Humanities,International,600,5,Investment Banking,Deny
1284,Female,TRUE,3.28,STEM,International,610,5,Health Care,Deny
1285,Male,FALSE,3.2,Humanities,Black,670,5,Other,Deny
1286,Male,FALSE,3.08,STEM,Asian,640,5,Consulting,Deny
1287,Male,TRUE,3.24,Humanities,International,670,4,Consulting,Deny
1288,Female,FALSE,3.34,STEM,White,620,6,Financial Services,Deny
1289,Male,FALSE,3.2,STEM,Other,660,6,Consulting,Deny
1290,Male,FALSE,3.19,STEM,Hispanic,690,5,Consulting,Deny
1291,Male,FALSE,3.27,STEM,Black,600,5,Technology,Deny
1292,Female,FALSE,3.65,Business,White,660,5,Investment Banking,Admit
1293,Male,FALSE,3.41,Humanities,Asian,770,5,Consulting,Deny
1294,Male,TRUE,2.93,Humanities,International,610,7,Consulting,Deny
1295,Male,TRUE,3.33,STEM,International,730,5,Investment Management,Admit
1296,Male,FALSE,3.21,Business,Hispanic,670,4,PE/VC,Deny
1297,Female,FALSE,3.23,STEM,White,710,4,Consulting,Admit
1298,Female,FALSE,3.15,Business,White,660,7,Other,Deny
1299,Male,FALSE,3.16,STEM,Black,660,6,Health Care,Deny
1300,Male,FALSE,3.55,Humanities,Asian,670,3,Investment Management,Admit
1301,Female,FALSE,3.32,STEM,Black,670,4,Nonprofit/Gov,Deny
1302,Female,FALSE,3.51,Humanities,Hispanic,740,5,Financial Services,Admit
1303,Male,FALSE,3.1,STEM,Asian,680,5,Technology,Deny
1304,Male,FALSE,2.97,Business,Other,570,4,Consulting,Deny
1305,Male,FALSE,3.2,STEM,Other,680,6,Financial Services,Deny
1306,Male,FALSE,3.11,Humanities,Hispanic,630,4,Nonprofit/Gov,Deny
1307,Female,FALSE,3.28,Business,Black,650,5,Technology,Deny
1308,Female,TRUE,3.21,Humanities,International,640,5,CPG,Deny
1309,Male,TRUE,3.51,STEM,International,710,5,Other,Deny
1310,Male,FALSE,2.78,Humanities,Black,570,5,Technology,Deny
1311,Male,TRUE,3.17,Business,International,610,5,Consulting,Deny
1312,Female,TRUE,3.24,Business,International,670,4,Other,Deny
1313,Female,TRUE,3.31,Humanities,International,690,6,PE/VC,Deny
1314,Female,FALSE,3.27,Business,Black,630,5,Consulting,Deny
1315,Female,FALSE,3.33,STEM,Hispanic,680,5,PE/VC,Admit
1316,Male,FALSE,3.22,STEM,Other,730,4,Consulting,Deny
1317,Male,FALSE,3.17,Humanities,Hispanic,630,4,Nonprofit/Gov,Deny
1318,Female,FALSE,3.28,STEM,Hispanic,680,5,Other,Deny
1319,Male,FALSE,3.47,STEM,White,700,6,Investment Banking,Deny
1320,Male,FALSE,3.36,Humanities,Black,590,4,PE/VC,Deny
1321,Female,FALSE,3.14,Business,White,700,4,Nonprofit/Gov,Deny
1322,Female,FALSE,3.36,STEM,Black,640,5,Consulting,Deny
1323,Female,FALSE,3.23,STEM,White,650,5,Investment Banking,Deny
1324,Female,FALSE,3.26,STEM,Black,710,5,Technology,Deny
1325,Male,FALSE,3.17,Humanities,White,570,5,Media/Entertainment,Deny
1326,Female,TRUE,3.46,Business,International,580,5,Technology,Deny
1327,Female,FALSE,3.51,STEM,Hispanic,630,6,Consulting,Deny
1328,Male,TRUE,2.89,Humanities,International,570,6,PE/VC,Deny
1329,Male,FALSE,3.29,STEM,Black,660,4,Consulting,Deny
1330,Male,FALSE,3.31,STEM,Asian,710,4,Technology,Deny
1331,Female,TRUE,3.26,Business,International,620,5,Consulting,Deny
1332,Male,FALSE,3.22,STEM,White,660,7,Nonprofit/Gov,Deny
1333,Female,FALSE,3.35,Humanities,White,650,5,Investment Banking,Deny
1334,Female,TRUE,3.3,Humanities,International,620,4,PE/VC,Deny
1335,Female,FALSE,3.03,Humanities,Asian,580,5,Nonprofit/Gov,Deny
1336,Female,FALSE,3.13,STEM,Hispanic,580,6,Consulting,Deny
1337,Male,FALSE,3.18,Business,Asian,650,5,Financial Services,Deny
1338,Male,FALSE,3.37,Business,Asian,720,4,Technology,Deny
1339,Female,FALSE,3.13,Business,Asian,640,4,Consulting,Deny
1340,Female,FALSE,3.38,Humanities,Asian,670,6,Investment Banking,Admit
1341,Male,FALSE,3.09,STEM,Asian,630,6,Technology,Deny
1342,Female,TRUE,3.19,STEM,International,630,6,Technology,Deny
1343,Male,FALSE,3.11,Business,Hispanic,650,5,Investment Banking,Deny
1344,Male,FALSE,3.37,Humanities,Asian,670,4,PE/VC,Deny
1345,Female,FALSE,3.44,Humanities,Asian,730,5,Consulting,Deny
1346,Male,TRUE,3.47,STEM,International,720,7,Investment Banking,Admit
1347,Male,TRUE,3.31,Humanities,International,690,4,PE/VC,Admit
1348,Female,TRUE,3.2,Humanities,International,720,6,Nonprofit/Gov,Deny
1349,Female,TRUE,3.3,Humanities,International,620,1,PE/VC,Deny
1350,Male,TRUE,3.36,STEM,International,650,5,Technology,Deny
1351,Male,FALSE,3.01,Humanities,White,600,5,Investment Banking,Deny
1352,Male,FALSE,3.25,Business,White,570,5,Real Estate,Deny
1353,Female,FALSE,3.26,Humanities,Other,670,4,Nonprofit/Gov,Deny
1354,Male,FALSE,3.27,Business,Asian,620,6,Consulting,Deny
1355,Male,TRUE,3.27,Humanities,International,610,6,Financial Services,Deny
1356,Male,TRUE,3.4,STEM,International,690,5,Investment Banking,Admit
1357,Male,TRUE,3.16,STEM,International,660,6,Nonprofit/Gov,Deny
1358,Male,TRUE,3.45,Humanities,International,720,5,PE/VC,Admit
1359,Female,FALSE,3.4,Humanities,White,690,7,Investment Banking,Deny
1360,Female,FALSE,3.43,Humanities,Black,670,5,Consulting,Admit
1361,Male,FALSE,2.93,Humanities,White,570,5,Nonprofit/Gov,Deny
1362,Male,FALSE,3.4,Humanities,Other,710,4,Health Care,Deny
1363,Male,FALSE,3.16,STEM,White,590,5,Consulting,Deny
1364,Male,FALSE,2.87,Humanities,Asian,600,7,Nonprofit/Gov,Deny
1365,Male,TRUE,3.18,STEM,International,640,6,Consulting,Deny
1366,Male,TRUE,3.29,STEM,International,610,4,Investment Banking,Deny
1367,Male,FALSE,3.1,Business,White,690,4,Investment Banking,Deny
1368,Female,FALSE,3.36,Business,Asian,710,5,Consulting,Deny
1369,Female,FALSE,3.05,STEM,White,620,6,Consulting,Deny
1370,Male,FALSE,3.22,Humanities,Hispanic,620,6,CPG,Deny
1371,Female,TRUE,3.28,Humanities,International,600,4,PE/VC,Deny
1372,Male,TRUE,2.96,Humanities,International,590,3,PE/VC,Deny
1373,Female,FALSE,3.13,Business,Black,610,5,Other,Deny
1374,Male,TRUE,3.23,Business,International,600,5,Investment Banking,Deny
1375,Female,FALSE,3.58,Humanities,Asian,740,6,Consulting,Deny
1376,Male,TRUE,3.12,Business,International,630,5,Investment Banking,Deny
1377,Male,FALSE,3.58,STEM,Black,660,5,Technology,Admit
1378,Male,TRUE,3.21,STEM,International,670,6,Investment Banking,Deny
1379,Male,FALSE,3.28,Business,Asian,620,5,Nonprofit/Gov,Deny
1380,Female,FALSE,3.34,Humanities,Hispanic,670,4,Consulting,Deny
1381,Male,FALSE,3.53,Business,White,690,5,Nonprofit/Gov,Admit
1382,Female,FALSE,3.32,Humanities,Other,670,5,Consulting,Admit
1383,Female,FALSE,3.13,Business,Other,660,3,Investment Banking,Deny
1384,Male,FALSE,3.4,Business,Asian,680,4,Nonprofit/Gov,Deny
1385,Male,FALSE,3.31,STEM,Black,720,6,Health Care,Deny
1386,Female,FALSE,3.5,Humanities,Black,650,5,Investment Management,Deny
1387,Female,TRUE,3.33,Business,International,620,5,Consulting,Deny
1388,Female,FALSE,3.41,STEM,Asian,750,5,Financial Services,Admit
1389,Male,FALSE,3.1,Business,Asian,720,5,Technology,Deny
1390,Male,FALSE,3.06,Humanities,Hispanic,610,4,Nonprofit/Gov,Deny
1391,Male,TRUE,3.08,Humanities,International,580,6,Consulting,Deny
1392,Female,TRUE,3.39,Business,International,680,6,Consulting,Deny
1393,Male,TRUE,3.16,Business,International,660,6,Nonprofit/Gov,Deny
1394,Female,FALSE,3.36,Humanities,White,670,5,Investment Banking,Deny
1395,Male,TRUE,3.07,Business,International,600,5,Financial Services,Deny
1396,Male,TRUE,3.49,STEM,International,670,5,Consulting,Admit
1397,Male,TRUE,3.25,Business,International,630,6,Technology,Deny
1398,Male,TRUE,3.31,STEM,International,670,6,Investment Management,Deny
1399,Male,TRUE,3.13,STEM,International,610,4,Investment Banking,Deny
1400,Female,TRUE,3.37,Business,International,740,4,Consulting,Deny
1401,Male,FALSE,3.31,STEM,Black,680,6,PE/VC,Deny
1402,Female,FALSE,3.02,Humanities,Black,610,4,Consulting,Deny
1403,Male,FALSE,3.32,Business,White,650,6,Consulting,Deny
1404,Male,FALSE,3.33,Humanities,Asian,620,5,PE/VC,Deny
1405,Male,FALSE,3.3,STEM,Asian,630,5,Health Care,Deny
1406,Male,FALSE,3.34,Business,Hispanic,620,6,Nonprofit/Gov,Deny
1407,Male,FALSE,3.37,Business,Black,610,4,Nonprofit/Gov,Deny
1408,Male,TRUE,3.23,Business,International,620,6,Consulting,Deny
1409,Male,FALSE,3.31,STEM,Other,630,6,Other,Deny
1410,Female,FALSE,3.21,Business,Hispanic,570,6,Consulting,Deny
1411,Male,FALSE,3.25,Humanities,White,630,4,Investment Banking,Deny
1412,Female,FALSE,3.2,Business,Other,710,5,PE/VC,Deny
1413,Male,FALSE,3.23,Business,Hispanic,660,5,Media/Entertainment,Deny
1414,Male,TRUE,3.58,Humanities,International,690,4,Consulting,Deny
1415,Male,FALSE,3.2,STEM,White,730,4,Consulting,Deny
1416,Male,FALSE,3.4,Humanities,Other,640,4,Investment Banking,Deny
1417,Male,FALSE,3.27,Business,Black,660,3,Real Estate,Deny
1418,Male,FALSE,3.05,Business,Black,640,5,Consulting,Deny
1419,Male,FALSE,3.25,Humanities,Other,660,4,Consulting,Deny
1420,Male,FALSE,3.23,STEM,Asian,610,6,Consulting,Deny
1421,Male,FALSE,3.51,Business,White,740,5,Investment Banking,Admit
1422,Female,FALSE,3.19,Humanities,Hispanic,630,4,Nonprofit/Gov,Deny
1423,Male,TRUE,3.48,STEM,International,620,4,PE/VC,Deny
1424,Male,FALSE,3.1,Business,White,670,7,Consulting,Deny
1425,Female,FALSE,3.37,Business,Asian,710,7,PE/VC,Deny
1426,Female,FALSE,3.06,STEM,Other,590,5,Technology,Deny
1427,Male,FALSE,3.25,Humanities,White,650,4,Consulting,Deny
1428,Female,FALSE,3.21,Business,White,700,6,Technology,Deny
1429,Female,TRUE,3.05,Business,International,660,6,Consulting,Deny
1430,Male,FALSE,3.06,Humanities,Black,610,7,Financial Services,Deny
1431,Male,FALSE,3.17,STEM,Asian,640,4,Investment Banking,Deny
1432,Male,TRUE,3.29,Humanities,International,760,4,CPG,Deny
1433,Male,FALSE,3.26,Humanities,Black,660,6,Retail,Deny
1434,Male,TRUE,3.37,Business,International,650,5,Investment Banking,Deny
1435,Female,FALSE,3.44,Humanities,Hispanic,710,6,Consulting,Deny
1436,Male,TRUE,3.62,STEM,International,740,6,PE/VC,Deny
1437,Female,TRUE,3.2,Humanities,International,580,5,Consulting,Deny
1438,Female,FALSE,3,Humanities,Black,670,3,Financial Services,Deny
1439,Male,TRUE,2.89,STEM,International,570,5,PE/VC,Deny
1440,Female,FALSE,3.2,Humanities,Black,580,4,Investment Management,Deny
1441,Male,FALSE,3.35,Humanities,Asian,680,4,PE/VC,Deny
1442,Female,TRUE,3.29,Business,International,580,6,Nonprofit/Gov,Deny
1443,Male,FALSE,3.24,STEM,White,690,4,Consulting,Deny
1444,Male,FALSE,3.12,STEM,White,570,5,Health Care,Deny
1445,Female,FALSE,3.34,STEM,Asian,650,7,Health Care,Deny
1446,Female,FALSE,3.18,Humanities,White,730,5,PE/VC,Deny
1447,Female,FALSE,3.42,Humanities,Asian,720,6,Health Care,Admit
1448,Male,FALSE,3.03,STEM,Asian,610,5,Technology,Deny
1449,Female,FALSE,3.29,Humanities,White,690,5,Technology,Deny
1450,Female,FALSE,3.49,STEM,Black,680,4,Consulting,Deny
1451,Male,FALSE,3.11,STEM,White,570,4,PE/VC,Deny
1452,Female,FALSE,3.55,STEM,White,620,5,Nonprofit/Gov,Deny
1453,Male,FALSE,3.1,Humanities,White,660,6,Nonprofit/Gov,Deny
1454,Male,TRUE,3.58,Business,International,730,6,Other,Admit
1455,Male,FALSE,3.32,STEM,Asian,740,7,Consulting,Deny
1456,Male,FALSE,3.28,Business,Asian,640,4,Investment Banking,Deny
1457,Female,FALSE,3.3,Humanities,Black,670,6,PE/VC,Waitlist
1458,Male,TRUE,3.31,STEM,International,680,4,Consulting,Admit
1459,Female,FALSE,3.19,Business,Asian,720,4,Consulting,Deny
1460,Male,FALSE,3.39,STEM,Other,670,4,Technology,Deny
1461,Male,FALSE,3.17,STEM,Black,570,6,Financial Services,Deny
1462,Male,TRUE,3.32,Humanities,International,720,6,Consulting,Deny
1463,Female,FALSE,3.45,Humanities,Asian,690,5,CPG,Admit
1464,Female,TRUE,3.23,Humanities,International,630,4,Technology,Deny
1465,Female,TRUE,2.96,STEM,International,600,5,Financial Services,Deny
1466,Female,FALSE,3.11,Business,Asian,630,5,Technology,Deny
1467,Female,TRUE,3.38,Humanities,International,680,5,Consulting,Deny
1468,Male,TRUE,3.37,Business,International,640,5,PE/VC,Deny
1469,Male,FALSE,3.25,Business,Black,620,4,Consulting,Deny
1470,Male,TRUE,3.15,Business,International,610,7,Consulting,Deny
1471,Female,FALSE,3.28,STEM,Hispanic,660,5,PE/VC,Deny
1472,Male,FALSE,3.4,Business,White,750,6,PE/VC,Deny
1473,Female,FALSE,3.17,Humanities,Hispanic,700,5,Real Estate,Deny
1474,Male,FALSE,3.19,STEM,White,660,6,Health Care,Deny
1475,Female,FALSE,3.38,Business,Black,650,4,CPG,Deny
1476,Female,FALSE,3.2,Business,White,580,6,Consulting,Deny
1477,Male,FALSE,3,STEM,White,630,6,Nonprofit/Gov,Deny
1478,Female,FALSE,3.54,STEM,Other,590,5,Financial Services,Deny
1479,Male,FALSE,3.03,STEM,Asian,640,5,Consulting,Deny
1480,Male,FALSE,3.14,Business,Other,570,4,Health Care,Deny
1481,Male,FALSE,3.28,Humanities,White,650,4,Technology,Deny
1482,Male,FALSE,3.37,Humanities,Other,700,4,Technology,Deny
1483,Female,TRUE,3.25,Humanities,International,600,4,Energy,Deny
1484,Female,FALSE,3.37,STEM,Asian,660,5,PE/VC,Deny
1485,Male,FALSE,3.21,STEM,White,660,6,Investment Banking,Deny
1486,Female,TRUE,3.24,STEM,International,690,5,Other,Deny
1487,Male,FALSE,3.19,STEM,White,570,4,Media/Entertainment,Deny
1488,Male,FALSE,3.12,Business,White,610,5,Investment Management,Deny
1489,Male,TRUE,3.22,Humanities,International,680,6,Technology,Admit
1490,Female,FALSE,3.05,STEM,Black,620,5,Nonprofit/Gov,Deny
1491,Male,TRUE,3.26,Business,International,620,4,PE/VC,Deny
1492,Male,FALSE,3.39,Humanities,Asian,630,5,PE/VC,Deny
