gender,international,gpa,major,race,gmat,Work_exp,Work_industry,Age,Recomendation letter,Personal interview Score,Income,Marital status,Admission
Male,FALSE,3.3,STEM,Hispanic,630,6,Health Care,37,Excellent,4,"$94,900.00 ",married,Deny
Female,TRUE,3.3,STEM,International,670,5,Consulting,28,Excellent,4,"$107,966.00 ",Unmarried,Deny
Female,FALSE,3.31,Humanities,White,660,5,Technology,35,Good,5,"$142,407.00 ",married,Admit
Male,TRUE,3.25,STEM,International,670,8,Financial Services,33,Excellent,5,"$117,962.00 ",married,Deny
Male,FALSE,3.11,Humanities,Hispanic,580,8,Other,33,Good,2,"$58,389.00 ",married,Deny
Female,FALSE,3.21,Business,White,730,5,Nonprofit/Gov,32,Good,5,"$84,681.00 ",Unmarried,Admit
Male,FALSE,3.2,STEM,Asian,600,4,Investment Banking,25,Excellent,5,"$176,820.00 ",married,Deny
Male,TRUE,3.28,STEM,International,610,6,Technology,30,Excellent,1,"$144,363.00 ",married,Deny
Female,TRUE,3.35,Business,International,650,4,Nonprofit/Gov,28,Excellent,5,"$85,359.00 ",Unmarried,Deny
Female,FALSE,3.13,Business,White,640,5,Consulting,28,Excellent,4,"$184,792.00 ",married,Deny
Female,TRUE,3.03,Humanities,International,600,6,Other,36,Good,4,"$68,197.00 ",Unmarried,Deny
Male,FALSE,3.48,Business,Black,680,5,PE/VC,34,Excellent,5,"$567,228.00 ",Unmarried,Deny
Male,FALSE,2.97,STEM,White,600,5,Investment Management,26,Good,3,"$138,448.00 ",married,Deny
Male,FALSE,3.22,STEM,White,640,4,Consulting,30,Excellent,3,"$154,590.00 ",married,Deny
Female,FALSE,3.38,Humanities,Hispanic,630,3,PE/VC,29,Excellent,4,"$600,990.00 ",Unmarried,Deny
Male,FALSE,3.51,STEM,White,710,5,Investment Management,30,Excellent,4,"$121,080.00 ",Unmarried,Admit
Male,TRUE,3.29,STEM,International,740,5,Consulting,26,Excellent,4,"$160,659.00 ",married,Deny
Male,TRUE,3.2,STEM,International,590,4,Nonprofit/Gov,31,Good,4,"$68,688.00 ",married,Deny
Female,TRUE,3.23,Business,International,650,5,Financial Services,35,Excellent,3,"$110,127.00 ",married,Deny
Female,FALSE,3.32,STEM,Black,630,5,Technology,29,Excellent,5,"$141,000.00 ",Unmarried,Deny
Male,FALSE,3.15,STEM,White,620,5,PE/VC,29,Good,4,"$708,228.00 ",Unmarried,Deny
Male,FALSE,3.13,Humanities,Black,630,7,Investment Banking,37,Excellent,4,"$162,554.00 ",Unmarried,Deny
Male,TRUE,3.24,Humanities,International,670,5,Health Care,37,Good,3,"$98,851.00 ",married,Deny
Female,FALSE,2.84,Humanities,White,610,6,Nonprofit/Gov,34,Good,2,"$79,707.00 ",Unmarried,Deny
Female,TRUE,3.32,Humanities,International,710,5,Other,35,Good,4,"$59,018.00 ",married,Deny
Male,FALSE,3.61,Humanities,Hispanic,640,6,Investment Banking,31,Excellent,5,"$171,804.00 ",Unmarried,Deny
Male,FALSE,3.2,STEM,Asian,700,7,Financial Services,29,Good,4,"$124,543.00 ",Unmarried,Deny
Male,FALSE,3.21,Humanities,White,600,4,Consulting,31,Good,5,"$107,730.00 ",married,Deny
Male,FALSE,3.11,Business,Asian,570,3,PE/VC,32,Excellent,2,"$897,584.00 ",married,Deny
Male,TRUE,3.17,Business,International,570,2,Nonprofit/Gov,35,Excellent,4,"$54,983.00 ",married,Deny
Female,TRUE,3.4,Humanities,International,700,5,PE/VC,33,Good,3,"$789,298.00 ",Unmarried,Admit
Male,TRUE,3.05,STEM,International,570,6,Technology,28,Good,3,"$136,084.00 ",Unmarried,Deny
Female,FALSE,3.18,Humanities,Black,590,6,Consulting,33,Excellent,5,"$88,386.00 ",married,Deny
Male,FALSE,3.13,STEM,Other,610,5,Consulting,26,Regular,5,"$151,254.00 ",Unmarried,Deny
Male,FALSE,3.4,Business,Asian,660,5,Other,31,Good,5,"$44,918.00 ",married,Deny
Male,TRUE,3.36,Humanities,International,720,6,PE/VC,36,Good,3,"$376,161.00 ",married,Admit
Male,FALSE,3.36,Business,Hispanic,670,5,Investment Banking,27,Excellent,3,"$196,450.00 ",married,Deny
Male,FALSE,3.32,STEM,Asian,690,3,Consulting,29,Good,3,"$73,969.00 ",Unmarried,Deny
Female,FALSE,3.27,Business,Asian,660,5,Financial Services,30,Excellent,5,"$101,793.00 ",Unmarried,Deny
Male,FALSE,3.04,Humanities,Black,610,4,PE/VC,28,Good,4,"$978,377.00 ",married,Deny
Male,TRUE,3.09,STEM,International,570,6,Technology,36,Excellent,5,"$135,351.00 ",married,Deny
Male,TRUE,3.12,Humanities,International,610,5,Technology,37,Excellent,5,"$139,746.00 ",married,Deny
Male,TRUE,3.46,Business,International,680,4,Technology,29,Good,4,"$144,867.00 ",married,Deny
Female,FALSE,3.03,Humanities,Hispanic,600,5,Consulting,28,Excellent,5,"$74,036.00 ",married,Deny
Male,FALSE,3.29,Humanities,Black,670,6,Technology,34,Good,3,"$126,913.00 ",married,Deny
Male,FALSE,3.25,Business,White,730,5,Consulting,26,Regular,4,"$124,721.00 ",married,Deny
Male,FALSE,3.43,STEM,White,660,6,Technology,36,Good,4,"$131,138.00 ",married,Admit
Male,FALSE,3.12,STEM,Asian,630,6,Technology,37,Good,5,"$149,643.00 ",married,Deny
Male,TRUE,3.13,Business,International,660,3,Consulting,35,Excellent,5,"$140,181.00 ",married,Deny
Male,TRUE,3.22,Humanities,International,580,5,Investment Management,36,Excellent,4,"$185,964.00 ",married,Deny
Male,TRUE,3.55,STEM,International,690,5,Financial Services,26,Excellent,4,"$111,445.00 ",married,Deny
Female,FALSE,3.33,STEM,Hispanic,700,4,Nonprofit/Gov,30,Good,2,"$52,786.00 ",married,Admit
Male,FALSE,3.45,STEM,Asian,680,3,Technology,31,Good,4,"$120,849.00 ",married,Deny
Female,FALSE,3.18,STEM,White,640,4,Investment Management,26,Excellent,5,"$162,598.00 ",Unmarried,Deny
Male,TRUE,3.01,STEM,International,610,5,Technology,26,Excellent,5,"$134,811.00 ",married,Deny
Male,FALSE,3.14,Humanities,White,670,6,Investment Banking,37,Good,5,"$172,778.00 ",married,Deny
Male,FALSE,3.23,STEM,Black,740,5,Investment Banking,34,Good,5,"$161,265.00 ",married,Deny
Female,FALSE,3.14,Business,Asian,650,4,PE/VC,25,Good,5,"$902,521.00 ",married,Deny
Female,FALSE,3.33,Humanities,White,690,3,Consulting,26,Excellent,3,"$73,278.00 ",married,Admit
Male,FALSE,3.27,STEM,Hispanic,710,5,Consulting,30,Good,2,"$98,434.00 ",married,Deny
Female,FALSE,3.32,Humanities,Asian,600,4,Technology,26,Excellent,5,"$146,471.00 ",married,Deny
Male,FALSE,3.47,STEM,White,660,6,Nonprofit/Gov,37,Excellent,4,"$73,786.00 ",Unmarried,Deny
Male,TRUE,3.18,STEM,International,670,6,Technology,30,Good,3,"$130,111.00 ",Unmarried,Deny
Male,FALSE,3.3,Business,Asian,660,6,Other,28,Good,4,"$74,399.00 ",married,Deny
Female,FALSE,3.26,Humanities,White,640,4,Other,29,Excellent,4,"$50,358.00 ",Unmarried,Deny
Female,TRUE,3.24,Humanities,International,620,5,Consulting,29,Good,5,"$211,876.00 ",Unmarried,Deny
Male,FALSE,3.42,Business,Asian,660,6,Consulting,36,Excellent,2,"$93,251.00 ",married,Deny
Male,FALSE,3.13,Humanities,White,570,4,Real Estate,32,Excellent,2,"$82,774.00 ",Unmarried,Deny
Male,FALSE,3.37,Humanities,Black,700,5,PE/VC,35,Good,4,"$765,887.00 ",married,Deny
Male,TRUE,3.04,Humanities,International,570,4,Other,35,Excellent,3,"$71,450.00 ",married,Deny
Male,FALSE,3.31,Business,White,660,6,PE/VC,30,Excellent,5,"$120,075.00 ",married,Admit
Female,FALSE,3.18,Business,Hispanic,670,5,Financial Services,30,Excellent,3,"$119,143.00 ",Unmarried,Deny
Female,FALSE,3.29,STEM,White,650,5,PE/VC,31,Excellent,4,"$303,357.00 ",married,Deny
Female,TRUE,3.39,STEM,International,660,3,PE/VC,26,Good,3,"$942,813.00 ",Unmarried,Deny
Male,FALSE,3.13,STEM,Hispanic,650,4,Consulting,26,Excellent,3,"$219,324.00 ",married,Deny
Female,FALSE,3.21,STEM,Asian,660,6,Consulting,36,Regular,2,"$120,223.00 ",married,Deny
Male,FALSE,3.5,STEM,Black,770,7,Investment Management,32,Excellent,2,"$132,663.00 ",married,Deny
Male,FALSE,3.31,Business,White,630,3,Technology,37,Good,4,"$135,087.00 ",married,Deny
Male,FALSE,3.45,STEM,Black,700,3,Technology,24,Good,4,"$132,669.00 ",Unmarried,Deny
Male,TRUE,3.24,Humanities,International,610,3,Financial Services,34,Good,1,"$141,197.00 ",married,Deny
Male,TRUE,3.36,Humanities,International,670,5,Consulting,37,Good,4,"$166,466.00 ",married,Deny
Female,FALSE,3.19,Business,Black,610,5,Nonprofit/Gov,30,Good,4,"$70,963.00 ",married,Deny
Male,FALSE,3.62,Business,Asian,760,5,Investment Banking,34,Excellent,3,"$172,045.00 ",Unmarried,Deny
Male,FALSE,2.82,Humanities,Black,570,6,Technology,29,Good,4,"$136,766.00 ",married,Deny
Male,FALSE,3.17,STEM,Asian,620,7,Consulting,34,Excellent,3,"$211,045.00 ",married,Deny
Male,FALSE,3.46,Business,Black,670,5,Energy,35,Good,4,"$109,004.00 ",married,Deny
Male,TRUE,3.01,STEM,International,590,5,Real Estate,28,Regular,1,"$140,037.00 ",married,Deny
Male,FALSE,3.5,STEM,Asian,760,3,Technology,34,Excellent,4,"$138,246.00 ",married,Deny
Male,FALSE,3.34,Business,White,680,5,PE/VC,36,Good,1,"$229,881.00 ",married,Deny
Male,FALSE,3.28,Business,Asian,650,4,Health Care,27,Good,1,"$74,271.00 ",married,Deny
Male,FALSE,3.32,STEM,Black,680,5,Technology,31,Excellent,5,"$138,676.00 ",married,Deny
Male,FALSE,2.9,Business,Hispanic,570,6,Other,32,Excellent,1,"$61,507.00 ",married,Deny
Male,TRUE,3.25,STEM,International,660,5,Technology,29,Regular,4,"$140,399.00 ",married,Deny
Male,TRUE,3.11,STEM,International,610,6,Other,34,Excellent,5,"$84,309.00 ",married,Deny
Male,FALSE,3.37,STEM,Hispanic,630,5,Investment Banking,30,Excellent,5,"$164,180.00 ",married,Deny
Female,FALSE,3.37,STEM,White,660,6,Consulting,35,Good,5,"$78,490.00 ",Unmarried,Deny
Male,FALSE,3.47,Humanities,Black,740,6,Consulting,27,Regular,4,"$212,546.00 ",Unmarried,Admit
Male,TRUE,2.99,STEM,International,700,7,Consulting,29,Excellent,1,"$195,677.00 ",married,Deny
Male,FALSE,3.18,Business,Asian,640,7,Other,35,Excellent,1,"$84,931.00 ",married,Deny
Male,FALSE,3.13,Business,White,630,4,Nonprofit/Gov,27,Good,5,"$86,508.00 ",married,Deny
Male,FALSE,3.44,Humanities,Other,720,4,Consulting,30,Good,4,"$129,972.00 ",married,Admit
Male,TRUE,3.5,Humanities,International,730,5,Consulting,37,Excellent,5,"$177,886.00 ",married,Admit
Male,FALSE,3.24,Humanities,Other,610,5,Technology,28,Good,4,"$145,475.00 ",Unmarried,Deny
Female,FALSE,3.18,STEM,White,620,4,CPG,30,Good,4,"$101,614.00 ",Unmarried,Deny
Male,FALSE,3.23,Humanities,Other,700,5,Nonprofit/Gov,36,Excellent,1,"$88,119.00 ",Unmarried,Deny
Male,FALSE,3.38,Humanities,Asian,680,4,Technology,36,Excellent,2,"$127,698.00 ",married,Deny
Female,TRUE,3.11,Humanities,International,670,6,Investment Banking,35,Excellent,5,"$198,065.00 ",married,Deny
Female,FALSE,3.3,STEM,Hispanic,580,5,Consulting,28,Good,5,"$212,321.00 ",married,Deny
Male,FALSE,3.3,Business,Hispanic,660,4,Other,30,Good,5,"$54,304.00 ",married,Deny
Male,FALSE,3.14,Humanities,White,650,3,Consulting,30,Excellent,3,"$198,488.00 ",married,Deny
Female,FALSE,3.28,Humanities,Hispanic,620,5,Consulting,32,Excellent,3,"$188,541.00 ",married,Deny
Male,TRUE,3.31,STEM,International,760,6,Investment Banking,29,Good,5,"$181,919.00 ",married,Deny
Male,FALSE,3.15,Humanities,White,570,4,Health Care,27,Good,5,"$92,068.00 ",married,Deny
Female,FALSE,3.35,Business,White,700,7,Consulting,35,Good,3,"$84,759.00 ",married,Admit
Male,TRUE,3.29,Humanities,International,700,5,Investment Banking,30,Good,3,"$194,642.00 ",Unmarried,Deny
Male,FALSE,3.19,Business,White,660,3,Technology,29,Good,5,"$122,008.00 ",Unmarried,Deny
Male,FALSE,3.16,Business,Asian,590,5,Real Estate,34,Excellent,5,"$85,376.00 ",married,Deny
Male,FALSE,3.09,Humanities,White,610,5,Consulting,33,Good,4,"$83,227.00 ",married,Deny
Male,FALSE,3.45,Humanities,White,660,5,Financial Services,36,Excellent,5,"$144,013.00 ",married,Admit
Male,TRUE,3.26,Humanities,International,650,6,PE/VC,36,Good,3,"$116,745.00 ",married,Deny
Female,FALSE,3.01,Humanities,Asian,620,2,Consulting,28,Good,5,"$170,413.00 ",married,Deny
Male,TRUE,3.22,Humanities,International,620,5,PE/VC,33,Excellent,5,"$363,253.00 ",Unmarried,Deny
Male,TRUE,3.33,Business,International,650,5,Consulting,32,Good,4,"$201,012.00 ",married,Deny
Male,FALSE,3.23,STEM,Hispanic,650,3,Consulting,24,Good,1,"$79,585.00 ",Unmarried,Deny
Male,TRUE,3.11,Business,International,570,5,Health Care,32,Good,3,"$85,030.00 ",Unmarried,Deny
Male,TRUE,3.29,STEM,International,640,5,Technology,37,Excellent,4,"$147,024.00 ",married,Deny
Male,TRUE,3.3,Humanities,International,590,6,Technology,35,Excellent,2,"$120,175.00 ",married,Deny
Female,TRUE,3.12,STEM,International,610,5,Retail,36,Good,5,"$61,275.00 ",married,Deny
Female,FALSE,3.06,Humanities,Black,570,5,Media/Entertainment,35,Good,4,"$94,707.00 ",married,Deny
Male,FALSE,3.14,Humanities,Asian,660,5,Consulting,36,Good,4,"$89,199.00 ",married,Deny
Male,TRUE,3.28,Humanities,International,620,5,Financial Services,30,Good,4,"$108,137.00 ",married,Deny
Male,FALSE,3.26,Business,Black,620,4,PE/VC,27,Good,4,"$571,502.00 ",married,Deny
Male,TRUE,3.27,STEM,International,590,6,Health Care,30,Excellent,4,"$77,641.00 ",married,Deny
Male,FALSE,3.33,STEM,White,710,4,Financial Services,36,Excellent,3,"$101,571.00 ",Unmarried,Admit
Female,TRUE,3.41,STEM,International,600,5,Investment Banking,37,Regular,1,"$177,682.00 ",Unmarried,Deny
Female,FALSE,3.24,STEM,Asian,630,6,PE/VC,29,Good,3,"$692,899.00 ",Unmarried,Deny
Female,TRUE,3.13,Business,International,640,5,CPG,36,Good,4,"$87,928.00 ",Unmarried,Deny
Female,FALSE,3.43,STEM,Black,660,6,Financial Services,37,Excellent,5,"$120,737.00 ",married,Admit
Male,FALSE,3.36,Humanities,Asian,670,5,Other,32,Excellent,4,"$60,524.00 ",married,Deny
Male,TRUE,3,Humanities,International,580,5,Consulting,28,Excellent,3,"$153,587.00 ",married,Deny
Female,FALSE,3.14,Humanities,Hispanic,610,6,Investment Management,34,Excellent,3,"$158,001.00 ",married,Deny
Male,FALSE,3.56,STEM,Black,720,3,PE/VC,26,Excellent,3,"$139,742.00 ",married,Deny
Female,FALSE,3,Business,White,620,4,Consulting,37,Good,5,"$127,503.00 ",married,Deny
Male,TRUE,3.13,Business,International,710,6,Consulting,28,Excellent,2,"$140,061.00 ",married,Deny
Female,FALSE,3.42,STEM,Asian,650,4,Consulting,37,Excellent,5,"$144,583.00 ",Unmarried,Deny
Male,TRUE,3.35,STEM,International,690,6,Technology,30,Good,5,"$134,810.00 ",Unmarried,Deny
Male,FALSE,3.48,Humanities,Asian,680,5,Technology,32,Good,4,"$134,036.00 ",married,Deny
Female,FALSE,3.43,Humanities,Asian,690,5,Investment Management,31,Excellent,4,"$143,440.00 ",married,Admit
Female,FALSE,2.78,Humanities,White,570,6,Financial Services,28,Good,4,"$110,544.00 ",married,Deny
Male,FALSE,3.26,STEM,White,690,5,Consulting,37,Excellent,5,"$114,806.00 ",Unmarried,Deny
Female,FALSE,3.1,STEM,Asian,650,4,Financial Services,36,Excellent,5,"$101,504.00 ",Unmarried,Deny
Male,FALSE,3.16,Humanities,Asian,580,4,Consulting,28,Excellent,5,"$71,312.00 ",Unmarried,Deny
Female,TRUE,3.08,Business,International,670,4,Technology,37,Excellent,4,"$120,690.00 ",Unmarried,Deny
Male,TRUE,3.19,Humanities,International,570,5,Consulting,37,Good,4,"$193,702.00 ",Unmarried,Deny
Male,FALSE,3.5,Humanities,White,640,3,Technology,29,Good,5,"$130,554.00 ",married,Deny
Female,FALSE,3.24,Humanities,Asian,630,6,Nonprofit/Gov,34,Excellent,4,"$73,146.00 ",married,Deny
Male,FALSE,3.31,Humanities,White,580,6,Investment Management,35,Excellent,4,"$164,400.00 ",married,Deny
Female,FALSE,3.27,Humanities,Asian,700,5,Technology,27,Excellent,4,"$142,623.00 ",Unmarried,Admit
Female,FALSE,3.22,STEM,Other,680,4,Investment Banking,33,Excellent,4,"$189,266.00 ",married,Deny
Female,TRUE,3.24,Business,International,610,5,PE/VC,32,Excellent,5,"$282,386.00 ",married,Deny
Male,FALSE,3.31,Business,Black,750,5,Investment Banking,27,Good,4,"$166,529.00 ",married,Deny
Male,FALSE,3.43,Humanities,Asian,680,6,CPG,30,Excellent,5,"$80,410.00 ",Unmarried,Admit
Female,FALSE,3.23,Business,Asian,600,5,Health Care,30,Good,4,"$90,041.00 ",married,Deny
Male,FALSE,3.13,Business,Asian,600,5,Investment Banking,29,Good,3,"$195,928.00 ",married,Deny
Male,FALSE,3.32,STEM,Black,740,5,PE/VC,27,Good,4,"$468,445.00 ",married,Admit
Male,FALSE,3.64,Business,White,780,6,Consulting,36,Excellent,4,"$149,122.00 ",Unmarried,Deny
Male,FALSE,3.13,Humanities,White,570,5,Consulting,32,Excellent,5,"$216,374.00 ",married,Deny
Male,FALSE,3.27,Humanities,Asian,620,4,Health Care,26,Excellent,4,"$84,067.00 ",married,Deny
Female,FALSE,3.36,Business,White,680,5,Consulting,30,Excellent,5,"$72,547.00 ",Unmarried,Admit
Female,FALSE,3.18,STEM,Hispanic,590,6,Other,31,Excellent,3,"$54,544.00 ",married,Deny
Male,FALSE,3.22,Business,White,650,4,Consulting,36,Good,3,"$175,458.00 ",married,Deny
Female,TRUE,3.42,STEM,International,710,5,Nonprofit/Gov,32,Excellent,4,"$58,497.00 ",Unmarried,Deny
Male,FALSE,3.32,Humanities,Black,700,5,Financial Services,33,Regular,1,"$127,581.00 ",married,Deny
Male,TRUE,3.09,STEM,International,590,6,Investment Banking,29,Good,4,"$164,917.00 ",married,Deny
Male,FALSE,3.47,STEM,White,660,7,PE/VC,29,Excellent,5,"$628,359.00 ",married,Deny
Female,FALSE,3.41,Humanities,White,750,5,Consulting,31,Good,5,"$140,239.00 ",married,Deny
Male,FALSE,3.05,Business,White,570,6,Consulting,36,Excellent,5,"$194,585.00 ",married,Deny
Male,FALSE,3.29,Humanities,Other,710,4,Consulting,37,Good,4,"$190,828.00 ",married,Admit
Female,TRUE,3.48,Business,International,720,4,PE/VC,35,Excellent,3,"$999,566.00 ",Unmarried,Deny
Female,FALSE,3.23,Business,Asian,670,7,Other,34,Excellent,5,"$64,863.00 ",married,Deny
Male,FALSE,3.35,Humanities,Black,590,6,Health Care,31,Excellent,3,"$74,579.00 ",Unmarried,Deny
Male,FALSE,3.54,Humanities,Asian,670,6,Financial Services,28,Excellent,4,"$97,372.00 ",married,Deny
Male,FALSE,3.13,STEM,White,640,7,Health Care,33,Excellent,4,"$103,393.00 ",Unmarried,Deny
Male,FALSE,3.35,STEM,Hispanic,640,6,Nonprofit/Gov,34,Good,4,"$71,274.00 ",married,Deny
Male,FALSE,3.21,Humanities,White,610,5,Other,36,Excellent,4,"$75,479.00 ",married,Deny
Female,FALSE,3.2,STEM,White,650,4,Other,34,Excellent,4,"$57,074.00 ",married,Deny
Male,FALSE,2.83,Humanities,Black,570,5,Nonprofit/Gov,30,Excellent,4,"$61,226.00 ",married,Deny
Female,FALSE,3.61,Business,Asian,700,2,Other,25,Good,3,"$62,892.00 ",married,Deny
Male,TRUE,3.12,Business,International,620,5,Technology,34,Excellent,4,"$148,488.00 ",married,Deny
Male,TRUE,3.56,STEM,International,720,5,Financial Services,27,Excellent,5,"$92,630.00 ",married,Deny
Male,FALSE,3.24,Business,White,640,4,Health Care,26,Excellent,5,"$101,256.00 ",Unmarried,Deny
Female,TRUE,3.38,STEM,International,670,5,Other,34,Good,5,"$43,440.00 ",married,Admit
Female,TRUE,3.47,STEM,International,690,4,Technology,31,Good,3,"$131,678.00 ",Unmarried,Admit
Male,TRUE,3.19,Humanities,International,720,4,Nonprofit/Gov,27,Good,4,"$66,328.00 ",Unmarried,Deny
Male,FALSE,3.31,Humanities,Asian,650,6,Consulting,33,Excellent,2,"$108,287.00 ",Unmarried,Deny
Female,FALSE,2.82,Humanities,Black,630,5,CPG,33,Excellent,4,"$95,732.00 ",married,Deny
Female,FALSE,3.08,STEM,Other,640,5,Financial Services,33,Excellent,5,"$114,038.00 ",married,Deny
Male,TRUE,2.93,Humanities,International,570,5,PE/VC,30,Excellent,4,"$371,596.00 ",married,Deny
Female,FALSE,3.26,Business,Asian,630,5,Consulting,28,Excellent,4,"$114,039.00 ",Unmarried,Deny
Male,FALSE,3.19,STEM,Hispanic,680,5,PE/VC,36,Regular,4,"$409,906.00 ",Unmarried,Deny
Male,FALSE,3.17,Humanities,Hispanic,690,5,PE/VC,31,Good,1,"$532,217.00 ",married,Deny
Male,FALSE,3.41,STEM,Other,650,6,PE/VC,34,Excellent,5,"$641,181.00 ",Unmarried,Deny
Male,FALSE,2.86,STEM,Asian,570,5,Financial Services,36,Excellent,4,"$125,814.00 ",married,Deny
Male,TRUE,3,STEM,International,620,5,Nonprofit/Gov,28,Good,5,"$75,406.00 ",Unmarried,Deny
Female,FALSE,3.14,Business,Other,630,6,Technology,35,Excellent,4,"$129,090.00 ",Unmarried,Deny
Male,TRUE,3.23,Humanities,International,630,5,PE/VC,27,Good,5,"$172,545.00 ",married,Deny
Female,FALSE,3.22,Business,White,670,6,Nonprofit/Gov,37,Excellent,5,"$87,381.00 ",married,Deny
Female,FALSE,3.35,Humanities,Asian,650,6,Investment Banking,37,Regular,4,"$173,143.00 ",married,Deny
Male,TRUE,3.21,Business,International,640,5,Investment Management,31,Good,5,"$147,051.00 ",Unmarried,Deny
Male,FALSE,3.58,STEM,Black,750,4,Financial Services,34,Good,5,"$108,914.00 ",Unmarried,Deny
Female,FALSE,3.48,Humanities,Black,670,6,Consulting,27,Good,3,"$124,800.00 ",Unmarried,Deny
Male,TRUE,3.38,Humanities,International,710,5,Technology,37,Good,5,"$126,158.00 ",married,Admit
Female,FALSE,3.2,STEM,White,660,5,Investment Banking,35,Excellent,3,"$172,355.00 ",married,Deny
Female,FALSE,3.17,STEM,White,600,6,Health Care,36,Good,2,"$97,952.00 ",married,Deny
Male,TRUE,3.5,STEM,International,710,6,Financial Services,32,Excellent,5,"$120,932.00 ",married,Admit
Male,FALSE,2.92,Humanities,Black,610,6,Investment Banking,36,Excellent,4,"$188,026.00 ",married,Deny
Male,FALSE,3.25,Humanities,White,640,4,Consulting,30,Excellent,2,"$94,622.00 ",married,Deny
Female,TRUE,3.04,Business,International,570,6,Nonprofit/Gov,30,Good,5,"$72,790.00 ",Unmarried,Deny
Male,FALSE,3.26,Business,White,600,5,PE/VC,28,Excellent,5,"$900,830.00 ",married,Deny
Male,TRUE,3.14,Humanities,International,640,5,PE/VC,37,Good,4,"$787,426.00 ",married,Deny
Male,TRUE,3.28,Business,International,690,6,Financial Services,27,Good,4,"$117,939.00 ",married,Admit
Male,TRUE,3.57,STEM,International,770,6,CPG,31,Excellent,5,"$75,979.00 ",married,Deny
Male,FALSE,3.19,Humanities,Asian,620,6,Technology,32,Excellent,5,"$137,675.00 ",married,Deny
Male,FALSE,3.23,Business,Hispanic,620,5,Consulting,35,Good,4,"$210,631.00 ",Unmarried,Deny
Male,FALSE,3.09,Humanities,Black,630,5,Consulting,31,Good,4,"$218,723.00 ",Unmarried,Deny
Male,FALSE,3.11,Humanities,White,640,5,PE/VC,27,Good,4,"$366,736.00 ",married,Deny
Male,FALSE,3.21,Humanities,Black,670,5,Consulting,27,Good,1,"$126,142.00 ",married,Deny
Female,TRUE,3.18,Humanities,International,630,3,Consulting,25,Excellent,5,"$165,610.00 ",Unmarried,Deny
Female,FALSE,3.51,Humanities,Black,700,5,Other,31,Good,5,"$41,756.00 ",Unmarried,Deny
Female,TRUE,3.1,Humanities,International,590,5,Technology,31,Excellent,5,"$144,339.00 ",married,Deny
Male,FALSE,3.23,Humanities,Asian,650,3,Health Care,33,Excellent,3,"$95,775.00 ",married,Deny
Female,FALSE,2.98,Business,White,630,5,Energy,34,Good,5,"$115,940.00 ",Unmarried,Deny
Female,FALSE,3.02,Humanities,Black,620,4,Consulting,35,Good,3,"$206,372.00 ",married,Deny
Female,FALSE,3.38,Business,Asian,610,4,Consulting,32,Good,4,"$190,062.00 ",married,Deny
Female,TRUE,3.33,Humanities,International,660,4,PE/VC,32,Good,4,"$792,172.00 ",Unmarried,Deny
Male,FALSE,3.27,Humanities,Asian,710,5,Nonprofit/Gov,37,Good,3,"$86,966.00 ",married,Deny
Female,FALSE,3.14,STEM,Black,640,4,Health Care,36,Good,5,"$96,579.00 ",Unmarried,Deny
Female,TRUE,3.35,Business,International,640,6,PE/VC,37,Excellent,3,"$755,107.00 ",Unmarried,Deny
Male,TRUE,3.24,Humanities,International,640,4,Investment Banking,30,Excellent,5,"$166,621.00 ",Unmarried,Deny
Female,TRUE,3.25,Humanities,International,710,6,Other,37,Good,4,"$87,478.00 ",married,Admit
Female,TRUE,3.38,Business,International,630,5,PE/VC,27,Excellent,3,"$736,256.00 ",Unmarried,Deny
Male,FALSE,3.23,Humanities,Asian,650,5,Consulting,29,Excellent,2,"$164,282.00 ",married,Deny
Male,TRUE,3.24,STEM,International,670,8,Investment Management,32,Good,1,"$196,508.00 ",married,Admit
Male,FALSE,3.29,Business,Black,700,5,Consulting,32,Good,2,"$91,894.00 ",married,Deny
Male,FALSE,3.37,Humanities,White,640,6,PE/VC,35,Regular,4,"$383,948.00 ",Unmarried,Deny
Female,FALSE,3.03,Business,Asian,600,4,Other,31,Excellent,4,"$75,358.00 ",married,Deny
Female,FALSE,3.13,Business,White,620,4,Consulting,30,Regular,1,"$176,753.00 ",Unmarried,Deny
Male,TRUE,3.3,Humanities,International,650,4,Investment Banking,26,Excellent,1,"$181,847.00 ",Unmarried,Deny
Male,FALSE,3.14,STEM,Black,680,3,Consulting,30,Excellent,3,"$154,184.00 ",married,Deny
Male,TRUE,3.34,Humanities,International,620,5,Consulting,28,Good,1,"$167,557.00 ",Unmarried,Deny
Male,FALSE,3.44,Humanities,White,700,7,PE/VC,35,Excellent,4,"$935,403.00 ",Unmarried,Deny
Male,TRUE,3.47,Business,International,650,5,Technology,37,Excellent,3,"$129,974.00 ",married,Deny
Male,FALSE,3.45,STEM,White,670,6,Consulting,35,Excellent,1,"$108,683.00 ",married,Deny
Male,FALSE,3.08,STEM,Hispanic,680,6,Consulting,35,Excellent,4,"$136,462.00 ",married,Deny
Female,FALSE,3.12,Business,Other,620,5,PE/VC,31,Excellent,5,"$912,089.00 ",married,Deny
Male,FALSE,2.99,Humanities,White,570,5,Financial Services,27,Good,4,"$144,707.00 ",married,Deny
Male,TRUE,3.21,Humanities,International,700,4,Investment Banking,29,Regular,5,"$193,528.00 ",married,Deny
Female,TRUE,2.98,Humanities,International,580,5,Investment Banking,28,Excellent,2,"$182,220.00 ",Unmarried,Deny
